date,nsa_mfg_ship_c,nsa_mfg_new_orders_c,nsa_mfg_bk_logs_c,nsa_mfg_cap_util_c,nsa_mfg_vend_lead_c,nsa_mfg_emp_c,nsa_mfg_workwk_c,nsa_mfg_wage_c,nsa_mfg_fd_gds_inv_c,nsa_mfg_raw_mats_inv_c,nsa_mfg_pct_chg_prcs_recd_c,nsa_mfg_pct_chg_prcs_pd_c,sa_mfg_composite,sa_mfg_ship_c,sa_mfg_new_orders_c,sa_mfg_bk_logs_c,sa_mfg_cap_util_c,sa_mfg_vend_lead_c,sa_mfg_emp_c,sa_mfg_workwk_c,sa_mfg_wage_c,sa_mfg_fd_gds_inv_c,sa_mfg_raw_mats_inv_c,sa_mfg_pct_chg_prcs_recd_c,sa_mfg_pct_chg_prcs_pd_c,nsa_mfg_ship_e,nsa_mfg_new_orders_e,nsa_mfg_bk_logs_e,nsa_mfg_cap_util_e,nsa_mfg_vend_lead_e,nsa_mfg_emp_e,nsa_mfg_workwk_e,nsa_mfg_wage_e,nsa_mfg_capital_expnd_e,nsa_mfg_pct_chg_prcs_recd_e,nsa_mfg_pct_chg_prcs_pd_e,sa_mfg_ship_e,sa_mfg_new_orders_e,sa_mfg_bk_logs_e,sa_mfg_cap_util_e,sa_mfg_vend_lead_e,sa_mfg_emp_e,sa_mfg_workwk_e,sa_mfg_wage_e,sa_mfg_capital_expnd_e,sa_mfg_pct_chg_prcs_recd_e,sa_mfg_pct_chg_prcs_pd_e,sa_mfg_local_bus_cond_c,sa_mfg_nec_skls_avail_e,sa_mfg_local_bus_cond_e,sa_mfg_nec_skls_avail_c,sa_mfg_equip_sftw_expnd_e,sa_mfg_bus_svcs_expnd_e,sa_mfg_equip_sftw_expnd_c,sa_mfg_capital_expnd_c,sa_mfg_bus_svcs_expnd_c,sa_mfg_fd_gds_inv_e,sa_mfg_raw_mats_inv_e,nsa_mfg_nec_skls_avail_e,nsa_mfg_equip_sftw_expnd_e,nsa_mfg_bus_svcs_expnd_e,nsa_mfg_local_bus_cond_c,nsa_mfg_nec_skls_avail_c,nsa_mfg_equip_sftw_expnd_c,nsa_mfg_local_bus_cond_e,nsa_mfg_capital_expnd_c,nsa_mfg_bus_svcs_expnd_c,nsa_mfg_fd_gds_inv_e,nsa_mfg_raw_mats_inv_e
9/1/96,2,-4,-13,#N/A,4,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,-2,-2,-4,-14,#N/A,3,2,-6,#N/A,#N/A,#N/A,#N/A,#N/A,23,#N/A,#N/A,#N/A,#N/A,5,-3,#N/A,#N/A,#N/A,#N/A,33,#N/A,#N/A,#N/A,#N/A,5,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/1/96,4,2,-9,#N/A,-4,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,2,4,2,-10,#N/A,-4,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,#N/A,#N/A,#N/A,0,5,#N/A,#N/A,#N/A,#N/A,34,#N/A,#N/A,#N/A,#N/A,2,8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/1/96,0,5,-8,#N/A,-2,6,-5,#N/A,#N/A,#N/A,#N/A,#N/A,5,2,6,-8,#N/A,-1,7,-5,#N/A,#N/A,#N/A,#N/A,#N/A,27,#N/A,#N/A,#N/A,#N/A,16,11,#N/A,#N/A,#N/A,#N/A,31,#N/A,#N/A,#N/A,#N/A,13,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/1/96,-2,2,-12,#N/A,-5,-7,-16,#N/A,#N/A,#N/A,#N/A,#N/A,7,9,11,-3,#N/A,-4,-2,-4,#N/A,#N/A,#N/A,#N/A,#N/A,38,#N/A,#N/A,#N/A,#N/A,8,16,#N/A,#N/A,#N/A,#N/A,34,#N/A,#N/A,#N/A,#N/A,7,12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/1/97,-10,4,0,#N/A,1,-7,-6,#N/A,#N/A,#N/A,#N/A,#N/A,2,-2,9,1,#N/A,1,-4,-2,#N/A,#N/A,#N/A,#N/A,#N/A,38,#N/A,#N/A,#N/A,#N/A,9,13,#N/A,#N/A,#N/A,#N/A,33,#N/A,#N/A,#N/A,#N/A,6,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/97,-10,-1,-15,#N/A,-4,-5,-3,#N/A,#N/A,#N/A,#N/A,#N/A,-2,-5,0,-19,#N/A,-3,0,-1,#N/A,#N/A,#N/A,#N/A,#N/A,51,#N/A,#N/A,#N/A,#N/A,10,13,#N/A,#N/A,#N/A,#N/A,44,#N/A,#N/A,#N/A,#N/A,4,8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/1/97,28,25,2,#N/A,-1,-2,-1,#N/A,#N/A,#N/A,#N/A,#N/A,12,16,17,-3,#N/A,-1,-1,-3,#N/A,#N/A,#N/A,#N/A,#N/A,43,#N/A,#N/A,#N/A,#N/A,14,9,#N/A,#N/A,#N/A,#N/A,41,#N/A,#N/A,#N/A,#N/A,15,8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/1/97,15,25,10,#N/A,3,1,8,#N/A,#N/A,#N/A,#N/A,#N/A,11,13,18,7,#N/A,2,0,7,#N/A,#N/A,#N/A,#N/A,#N/A,47,#N/A,#N/A,#N/A,#N/A,8,19,#N/A,#N/A,#N/A,#N/A,37,#N/A,#N/A,#N/A,#N/A,7,14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/1/97,19,13,-10,8,4,10,5,12,15,19,#N/A,#N/A,10,14,9,-14,9,3,7,3,12,15,18,#N/A,#N/A,42,38,19,26,5,5,11,40,11,#N/A,#N/A,34,36,17,24,4,8,9,43,12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-13,-17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-17
6/1/97,15,11,-5,1,5,7,0,12,20,19,1,1,11,10,17,5,3,5,3,5,11,24,18,1,1,41,47,32,27,-4,6,12,25,14,1,2,41,48,30,24,-3,8,14,26,14,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-18,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-14
7/1/97,-9,6,4,4,2,4,-2,18,29,21,#N/A,#N/A,4,1,8,1,2,4,1,-3,16,30,20,1,1,38,38,14,27,9,19,14,35,9,#N/A,#N/A,45,41,17,29,10,20,17,40,11,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15,-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15,-13
8/1/97,15,11,-5,1,5,7,0,12,20,19,1,1,5,4,6,-3,0,4,3,-5,10,21,18,1,1,41,47,32,27,-4,6,12,25,14,1,2,48,46,30,28,-5,10,17,28,19,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-18,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-14
9/1/97,29,33,9,15,5,-1,9,22,28,17,#N/A,#N/A,23,29,35,8,18,6,-1,3,21,28,16,1,1,23,23,13,12,3,6,5,40,23,#N/A,#N/A,36,31,18,18,4,8,13,40,21,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-18,-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-19,-18
10/1/97,20,20,4,13,11,1,10,20,25,15,1,1,14,17,20,3,10,9,0,6,19,24,17,1,1,37,39,18,28,7,8,8,42,25,1,2,43,41,18,28,7,11,13,40,22,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-19,-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-21,-15
11/1/97,8,8,4,9,-1,1,4,0,32,18,1,1,6,7,8,3,9,0,2,2,3,29,17,0,1,29,28,12,21,4,12,4,41,16,2,2,34,33,15,25,5,9,5,41,17,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-11,-6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-13,-7
12/1/97,-14,-22,-15,-10,-5,-4,-14,1,22,15,0,1,-5,-2,-10,-5,-3,-5,0,-2,5,24,17,-0,0,40,41,20,31,2,4,9,46,14,1,2,37,39,18,30,3,3,5,40,12,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16,-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16,-17
1/1/98,10,20,0,3,3,1,0,8,24,15,0,1,17,21,22,-1,3,3,5,3,9,20,15,0,1,32,34,6,21,7,3,7,54,15,1,2,27,31,4,21,5,2,5,47,14,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-13,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-11,-10
2/1/98,8,8,-4,3,0,0,6,17,24,14,0,1,9,13,7,-8,-2,3,6,8,16,25,16,0,1,41,41,9,27,8,0,12,36,13,1,1,32,38,9,24,8,-8,6,35,14,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-6
3/1/98,8,9,-4,3,0,-1,7,17,26,14,1,1,0,-3,3,-6,2,2,0,6,19,26,15,1,1,44,44,10,30,8,1,12,38,18,1,2,39,39,11,31,8,2,11,38,17,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-4
4/1/98,19,21,5,11,3,-2,2,13,25,8,0,1,4,8,7,-4,7,0,-5,-2,13,26,9,0,1,51,37,16,31,5,22,19,37,17,1,1,39,34,14,26,3,18,12,38,17,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12,-7
5/1/98,-3,8,3,-5,2,-6,-5,8,29,15,0,0,-3,-8,5,3,-4,0,-9,-2,7,31,15,0,1,55,40,17,30,4,10,16,29,3,1,1,42,32,9,21,1,11,12,34,7,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-21,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-23,-9
6/1/98,0,3,-18,-1,7,0,1,16,33,21,-0,0,5,4,11,-7,6,8,-2,8,14,38,19,0,0,43,34,20,31,2,16,11,36,15,1,1,43,36,21,28,3,19,11,38,13,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-30,-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-28,-14
7/1/98,6,16,7,6,0,-2,5,11,34,24,0,1,9,12,17,2,2,0,-5,2,8,37,24,1,1,20,15,5,17,0,0,3,29,-11,1,2,30,17,6,16,0,0,5,35,-9,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-21,-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-20,-20
8/1/98,6,16,7,6,0,-2,5,11,34,24,0,1,4,-1,13,6,4,-1,-5,-2,10,35,22,0,0,20,15,5,17,0,0,3,29,-11,1,2,32,20,4,22,0,5,9,36,5,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-23,-18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-20,-20
9/1/98,5,-2,-10,-3,5,5,8,6,30,20,-0,1,2,3,-1,-11,-2,5,5,0,6,30,21,-0,1,16,16,2,8,0,-8,-6,41,4,0,1,29,26,8,17,2,-8,3,40,2,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-23,-19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-25,-20
10/1/98,3,7,-6,6,0,4,-1,11,36,29,-1,0,3,1,5,-10,3,-2,3,-4,10,32,28,-1,0,16,13,-3,9,-6,-6,-7,42,22,0,1,26,17,-2,12,-6,-1,-2,41,17,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-21,-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-25,-14
11/1/98,5,-4,-5,-7,5,-12,2,9,31,18,-0,1,1,8,3,-3,-3,6,-10,2,13,28,18,-0,1,26,19,18,15,2,-4,4,40,18,1,1,34,27,22,20,5,-3,6,40,20,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-19,-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-26,-24
12/1/98,7,-2,-22,0,5,4,-2,7,11,5,0,1,13,19,11,-6,7,7,7,11,13,14,8,0,1,22,27,2,21,-2,9,-4,62,11,2,2,22,26,3,21,-1,8,-6,52,12,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10,-4
1/1/99,-7,-14,-14,-5,-2,-2,-3,15,35,16,0,1,-2,4,-10,-11,-4,-2,3,1,15,32,16,0,1,53,54,27,42,2,11,13,44,26,1,1,43,44,21,38,-1,11,10,34,21,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-19,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-9
2/1/99,-1,6,5,5,-2,-5,-2,10,25,17,-0,1,1,-1,3,0,-2,1,-1,-3,9,25,18,-0,1,32,24,-1,18,-5,12,5,33,6,1,1,22,19,-4,13,-5,7,0,31,4,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-19,-24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15,-21
3/1/99,31,23,10,14,1,0,7,7,25,16,0,1,13,20,16,5,15,2,0,5,10,24,19,-0,0,40,30,7,14,0,7,3,31,8,1,1,34,25,7,16,-1,6,1,29,6,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16,-8
4/1/99,19,19,0,7,13,6,0,18,17,26,-0,1,7,10,8,-7,2,9,1,-2,16,20,25,0,1,40,33,8,34,7,17,12,30,9,0,1,28,27,6,28,5,12,5,31,6,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-18,-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-18
5/1/99,13,14,-3,4,4,-3,-4,11,19,13,0,1,8,12,12,-6,5,4,-4,0,12,21,12,0,1,36,33,17,28,5,9,10,29,7,1,2,28,29,10,20,3,9,7,34,12,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-18,-13
6/1/99,12,0,-17,-3,0,-5,-5,17,10,8,0,1,8,17,10,-4,5,0,-5,3,15,12,6,0,1,19,27,13,11,-2,11,0,42,-7,1,2,14,26,13,6,-1,12,-2,45,-8,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-8
7/1/99,20,13,7,15,10,13,15,7,19,19,-0,1,14,23,8,-1,11,11,11,10,1,19,16,0,1,22,20,5,22,-2,9,5,34,13,1,2,35,26,8,27,-2,10,8,43,15,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-31,-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-31,-24
8/1/99,2,2,-7,6,10,6,15,18,14,14,1,1,3,2,5,-1,5,11,3,9,15,15,11,1,1,33,35,9,27,2,22,3,38,26,1,1,44,42,13,35,3,25,8,47,38,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-4
9/1/99,17,19,11,18,2,-2,24,14,10,15,0,1,9,9,15,4,14,2,-1,12,14,8,16,0,1,22,18,0,22,-9,13,-5,42,18,1,2,40,35,9,35,-5,14,7,44,21,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10,-10
10/1/99,13,7,-3,3,5,10,0,13,24,16,1,2,11,13,11,-2,2,1,10,1,12,20,15,0,1,27,32,4,22,-2,10,-5,47,18,1,2,38,36,5,26,-2,16,1,47,12,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-11,-7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-9
11/1/99,11,16,-2,4,2,5,18,4,22,15,1,1,16,18,21,3,13,3,7,19,9,18,14,1,1,24,20,-8,17,-7,5,-7,43,8,1,2,31,27,-1,23,-3,8,-3,41,7,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12,-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-23,-16
12/1/99,7,-2,-22,0,5,4,-2,7,11,5,0,1,12,16,12,-7,7,5,6,10,13,15,9,1,1,22,27,2,21,-2,9,-4,62,11,2,2,21,23,0,16,-2,7,-8,47,7,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-11,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10,-4
1/1/00,2,8,-14,6,4,0,8,14,35,20,1,1,10,13,10,-15,6,4,7,8,14,32,22,0,1,46,38,19,33,2,10,4,63,12,1,2,36,28,13,28,0,13,2,50,9,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-22,-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16,-17
2/1/00,21,31,16,23,4,2,15,19,24,4,1,2,17,21,24,12,17,7,2,8,18,24,4,0,1,54,49,20,40,0,19,12,67,21,2,3,39,42,17,33,-2,12,3,61,6,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2,-2
3/1/00,40,21,13,12,10,6,0,8,29,7,1,2,6,12,4,0,5,9,2,-9,12,29,11,1,2,38,44,9,38,0,19,4,71,15,1,2,26,33,5,38,-3,15,1,66,14,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-18,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-2
4/1/00,22,26,7,11,20,13,7,17,36,22,1,2,5,5,6,-7,3,13,5,2,14,40,20,1,2,40,36,2,30,9,16,11,50,-12,1,2,17,26,-4,23,5,3,3,52,-13,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-5
5/1/00,11,22,16,11,7,2,-9,24,28,22,1,2,17,19,27,20,18,8,0,0,26,31,24,1,2,49,47,11,47,4,13,13,42,8,1,2,39,40,2,33,3,11,7,47,10,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-13,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-10
6/1/00,0,8,-8,0,12,0,-16,18,30,24,1,2,9,4,18,5,3,12,2,-6,14,34,21,1,3,32,16,2,28,6,12,22,31,19,1,2,29,16,2,21,6,14,18,36,18,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-27
7/1/00,4,6,0,8,2,-2,4,27,33,22,1,3,5,10,5,-5,5,3,-1,-2,23,33,21,1,2,29,27,14,18,6,12,6,35,4,2,3,45,38,19,27,9,14,10,48,8,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-22,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-20,-12
8/1/00,24,4,-4,8,4,2,4,18,46,25,0,2,7,19,5,-2,5,7,-4,-7,16,45,23,0,2,17,10,0,10,2,2,6,35,-9,1,2,33,24,8,25,4,6,13,48,10,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-46,-23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-44,-27
9/1/00,12,21,6,2,6,0,-2,13,48,16,1,2,8,6,15,1,2,5,0,-10,12,47,16,1,1,14,8,0,12,0,4,-4,44,38,1,3,30,22,8,26,4,8,10,47,38,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-24,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-29,-17
10/1/00,-4,-4,-2,-2,13,-2,-4,15,35,17,1,2,5,5,9,5,2,12,0,1,15,30,14,1,2,14,20,14,18,0,-4,12,37,6,1,2,31,31,22,29,2,4,21,38,2,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15,-18
11/1/00,-6,-6,-20,-6,10,-4,-14,6,40,13,0,2,-7,-12,-7,-18,0,8,-1,-13,14,34,14,-0,2,26,35,20,22,0,0,9,59,3,2,2,33,39,22,26,2,3,14,55,7,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-28,-9
12/1/00,-11,-25,-37,-20,5,-9,-16,5,42,23,0,1,1,10,-3,-16,-5,5,-4,1,11,43,22,1,2,35,35,19,21,7,2,19,53,5,1,2,31,27,12,16,5,1,10,36,-1,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-25,-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-26,-10
1/1/01,-23,-23,-23,-17,-3,-6,-23,13,43,22,1,3,-11,-12,-17,-21,-14,-2,-1,-21,13,43,26,1,2,34,34,3,25,-3,-1,18,48,-5,1,2,24,24,-1,18,-4,0,15,38,-9,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-29,-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-23,-9
2/1/01,-7,-4,-24,-11,-10,-11,-15,3,44,22,0,2,-13,-14,-14,-34,-24,-7,-9,-19,1,46,24,0,2,37,42,28,39,0,9,18,36,19,1,2,27,37,25,30,0,5,13,32,13,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-21,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16,-8
3/1/01,-11,-10,-23,-19,-4,-29,-15,5,41,30,0,1,-29,-30,-26,-35,-27,-5,-33,-23,6,40,32,0,1,34,34,14,18,0,3,11,30,0,1,1,29,28,11,21,-3,1,9,28,-1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-18,-18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15,-15
4/1/01,-6,-9,-15,-10,0,-12,-15,9,27,22,-0,1,-15,-12,-16,-22,-15,-3,-17,-18,8,31,22,-0,1,45,41,23,31,-2,8,16,31,8,1,1,36,36,20,27,-3,1,11,31,7,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-11,-15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-12
5/1/01,-20,-15,-24,-17,-5,-24,-20,3,38,23,-0,0,-21,-19,-17,-24,-18,-5,-28,-17,4,40,24,-0,1,37,36,21,34,-1,-2,15,29,-5,1,1,32,32,18,26,-2,-5,12,32,-4,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-21,-17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-21,-18
