date,nsa_mfg_ship_c,nsa_mfg_new_orders_c,nsa_mfg_bk_logs_c,nsa_mfg_cap_util_c,nsa_mfg_vend_lead_c,nsa_mfg_emp_c,nsa_mfg_workwk_c,nsa_mfg_wage_c,nsa_mfg_fd_gds_inv_c,nsa_mfg_raw_mats_inv_c,nsa_mfg_pct_chg_prcs_recd_c,nsa_mfg_pct_chg_prcs_pd_c,sa_mfg_composite,sa_mfg_ship_c,sa_mfg_new_orders_c,sa_mfg_bk_logs_c,sa_mfg_cap_util_c,sa_mfg_vend_lead_c,sa_mfg_emp_c,sa_mfg_workwk_c,sa_mfg_wage_c,sa_mfg_fd_gds_inv_c,sa_mfg_raw_mats_inv_c,sa_mfg_pct_chg_prcs_recd_c,sa_mfg_pct_chg_prcs_pd_c,nsa_mfg_ship_e,nsa_mfg_new_orders_e,nsa_mfg_bk_logs_e,nsa_mfg_cap_util_e,nsa_mfg_vend_lead_e,nsa_mfg_emp_e,nsa_mfg_workwk_e,nsa_mfg_wage_e,nsa_mfg_capital_expnd_e,nsa_mfg_pct_chg_prcs_recd_e,nsa_mfg_pct_chg_prcs_pd_e,sa_mfg_ship_e,sa_mfg_new_orders_e,sa_mfg_bk_logs_e,sa_mfg_cap_util_e,sa_mfg_vend_lead_e,sa_mfg_emp_e,sa_mfg_workwk_e,sa_mfg_wage_e,sa_mfg_capital_expnd_e,sa_mfg_pct_chg_prcs_recd_e,sa_mfg_pct_chg_prcs_pd_e,sa_mfg_local_bus_cond_c,sa_mfg_nec_skls_avail_e,sa_mfg_local_bus_cond_e,sa_mfg_nec_skls_avail_c,sa_mfg_equip_sftw_expnd_e,sa_mfg_bus_svcs_expnd_e,sa_mfg_equip_sftw_expnd_c,sa_mfg_capital_expnd_c,sa_mfg_bus_svcs_expnd_c,sa_mfg_fd_gds_inv_e,sa_mfg_raw_mats_inv_e,nsa_mfg_nec_skls_avail_e,nsa_mfg_equip_sftw_expnd_e,nsa_mfg_bus_svcs_expnd_e,nsa_mfg_local_bus_cond_c,nsa_mfg_nec_skls_avail_c,nsa_mfg_equip_sftw_expnd_c,nsa_mfg_local_bus_cond_e,nsa_mfg_capital_expnd_c,nsa_mfg_bus_svcs_expnd_c,nsa_mfg_fd_gds_inv_e,nsa_mfg_raw_mats_inv_e
7/1/06,5,9,-2,6,8,7,9,18,16,7,2,3,5,3,5,-7,4,8,6,4,14,16,8,2,3,28,31,10,14,5,16,5,33,28,2,3,35,37,15,20,7,16,9,41,27,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1,-5
8/1/06,-15,-1,-6,-2,6,13,2,10,15,15,4,2,-2,-12,-1,-11,-3,6,7,-1,9,12,12,5,3,24,21,12,16,4,12,0,29,25,2,3,33,31,16,25,7,11,8,38,26,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-7
9/1/06,15,14,-5,8,4,8,6,15,23,17,2,3,3,4,4,-10,1,2,2,-2,15,24,15,3,3,19,13,0,6,0,6,-8,29,25,2,4,32,23,9,18,4,10,6,35,28,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-4
10/1/06,-2,-2,-14,1,-1,1,-6,6,18,22,2,3,-2,-3,-2,-12,2,2,0,-5,8,19,20,2,3,18,12,-3,9,7,5,5,40,22,2,3,27,23,3,17,7,11,9,38,21,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1,-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-1
11/1/06,5,1,-10,-4,2,-1,-5,8,14,16,2,3,3,4,5,-9,-3,1,0,-5,13,15,18,3,4,20,25,13,13,5,-1,7,38,23,2,4,27,28,17,19,6,5,12,38,26,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-9
12/1/06,-12,-18,-23,-20,2,-12,-16,2,15,19,3,4,-4,-1,-4,-12,-9,4,-6,-8,7,17,19,4,4,24,27,7,22,-2,1,5,39,22,2,4,21,22,5,15,-2,4,0,34,20,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-9
1/1/07,-27,-23,-25,-25,4,-12,-22,3,24,12,4,4,-7,-7,-7,-19,-12,5,-8,-14,4,24,15,3,4,49,53,29,39,8,12,20,54,27,3,5,36,37,18,28,8,11,13,41,22,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-9
2/1/07,-11,1,-5,-10,2,-13,-12,5,24,15,4,4,-5,-9,-2,-5,-11,7,-6,-11,4,25,15,4,4,44,42,24,31,14,23,22,46,21,2,3,32,32,20,22,13,22,14,39,17,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-9
3/1/07,-3,-5,-15,-13,4,-8,-10,8,32,15,3,4,-12,-12,-15,-18,-16,2,-6,-8,5,30,14,3,4,36,40,15,22,8,21,17,40,16,2,2,30,33,11,20,5,17,13,39,19,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-10
4/1/07,-9,-6,-16,-7,0,-3,-5,6,25,16,2,2,-9,-12,-11,-19,-12,0,-2,-6,5,25,16,1,2,29,27,15,22,10,13,15,37,21,1,3,26,27,13,18,7,9,9,35,21,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-12
5/1/07,-6,-11,-18,-18,-2,-7,-11,12,26,14,2,3,-11,-9,-14,-22,-19,-4,-8,-11,8,24,15,1,3,38,30,20,25,12,11,17,33,13,1,3,30,26,14,18,7,5,14,34,17,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-11
6/1/07,2,-3,-15,-7,5,-2,-6,12,24,15,2,3,-5,-2,-7,-15,-12,1,-5,-6,10,21,15,2,3,21,23,5,10,0,9,6,39,12,2,4,22,22,6,11,1,7,6,45,13,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3,-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-16
7/1/07,6,5,4,-1,3,-3,-1,17,25,19,3,3,2,7,2,3,-4,2,-5,-7,12,26,20,3,3,26,22,5,21,4,11,12,31,28,1,3,32,27,12,26,7,10,15,38,26,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,-7
8/1/07,1,2,3,-4,4,9,6,11,32,9,2,3,1,0,2,-4,-7,1,1,2,11,32,9,2,3,23,19,9,15,3,11,3,32,25,1,3,31,27,12,21,5,9,11,40,23,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1,-7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1,-9
9/1/07,18,14,-1,7,4,6,7,7,26,18,2,3,3,4,4,-7,-3,3,0,-3,8,26,16,2,3,15,21,1,12,-1,4,-4,30,15,2,3,27,33,11,23,3,6,10,38,21,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-11
10/1/07,5,4,-11,-4,4,3,4,12,22,8,2,3,5,6,7,-8,0,8,-1,3,14,23,9,2,3,30,28,11,22,3,15,3,34,17,2,4,38,39,16,29,5,21,7,32,15,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-13,-6
11/1/07,-2,-2,-20,-7,6,-5,-6,4,17,10,1,2,-2,-4,2,-16,-6,6,-4,-4,8,19,11,2,3,23,23,2,15,4,-2,-2,31,29,2,4,30,25,6,21,4,6,2,30,29,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,0
12/1/07,-23,-21,-27,-21,-1,-1,-14,1,23,13,2,3,-2,-7,-3,-16,-9,3,7,-6,7,23,11,3,4,30,35,12,25,4,-1,11,45,22,2,4,31,35,11,22,5,3,8,40,22,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-3
1/1/08,-25,-13,-14,-20,3,-3,-7,10,32,15,4,5,-1,-6,2,-9,-7,5,2,1,11,31,17,3,4,39,39,24,24,6,10,16,49,19,0,2,28,26,14,17,5,10,10,36,20,-1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-11,-4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12,-3
2/1/08,-18,-14,-24,-16,-1,-9,-6,11,29,20,2,3,-12,-14,-14,-20,-10,0,-5,-5,11,29,20,2,3,39,39,20,27,3,0,20,45,18,2,4,25,26,14,17,0,-2,9,34,6,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10,-11
3/1/08,-1,-1,-14,-9,4,-11,-11,9,35,21,4,5,-6,-6,-5,-14,-11,2,-7,-6,8,32,19,3,4,28,25,15,16,-4,5,11,31,5,3,5,22,20,12,12,-7,3,7,32,10,3,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-7
4/1/08,-4,-5,-16,-10,-6,-15,-12,9,36,18,5,6,-10,-7,-10,-18,-11,-7,-13,-14,7,34,19,4,5,29,23,12,21,1,4,9,30,2,2,4,22,19,8,15,-2,-3,1,26,-3,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-11,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12,-8
5/1/08,-1,-1,0,-2,11,-10,-5,11,31,21,4,4,-11,-10,-11,-11,-9,7,-12,-8,7,30,21,3,4,29,30,27,25,6,11,15,29,0,2,4,20,24,20,17,0,3,11,29,0,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-10
6/1/08,0,-5,-17,-3,4,-8,5,7,32,17,6,6,-8,-5,-9,-16,-12,0,-11,4,4,31,18,6,6,20,16,0,17,5,-1,1,16,-4,5,7,21,18,1,17,7,-4,1,25,0,5,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-13
7/1/08,-7,-8,-16,-11,0,0,-1,12,30,20,3,4,-12,-13,-16,-21,-17,-1,-4,-11,8,31,21,3,5,5,7,-1,7,-5,-4,-3,27,-2,3,6,12,14,6,13,-2,-6,0,34,-1,3,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-13
8/1/08,-11,-18,-21,-14,5,-11,-12,11,35,27,3,4,-16,-10,-19,-27,-16,1,-19,-17,10,35,26,3,4,9,11,8,6,3,2,-5,15,5,2,4,17,19,11,14,3,3,4,25,5,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-9
9/1/08,-14,-20,-18,-11,-4,-13,1,1,33,26,1,3,-22,-20,-24,-20,-16,-2,-20,-7,2,34,23,2,3,7,0,-6,3,-7,-7,-10,16,0,2,3,21,13,6,15,0,-2,4,24,3,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3,-5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-6
10/1/08,-25,-37,-35,-26,-14,-16,-12,0,33,26,1,3,-30,-30,-37,-31,-26,-11,-20,-15,2,36,27,2,4,0,1,-7,1,-6,-18,-3,25,-12,2,4,9,11,-2,8,-3,-12,2,25,-13,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-11
11/1/08,-40,-54,-43,-38,-10,-25,-27,-3,36,28,-1,1,-35,-35,-45,-37,-35,-7,-21,-23,3,37,28,-0,2,0,1,-3,3,-8,-18,1,22,-34,3,4,10,8,3,10,-5,-11,8,22,-31,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-10
12/1/08,-44,-56,-54,-43,-13,-38,-37,-11,34,35,5,6,-34,-30,-38,-43,-29,-11,-33,-29,-5,35,35,5,6,14,16,6,19,-4,-21,8,27,-11,4,5,10,10,3,14,-6,-17,5,19,-15,3,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-3
1/1/09,-59,-49,-39,-43,-12,-35,-45,-3,43,35,3,2,-36,-41,-37,-34,-30,-11,-27,-33,-3,41,34,2,2,23,24,19,19,-1,-17,8,14,-19,4,5,15,14,9,15,-2,-14,5,3,-15,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-9
2/1/09,-51,-49,-49,-41,-21,-43,-45,-14,36,33,1,1,-45,-45,-50,-50,-39,-17,-36,-39,-13,36,34,1,1,16,15,10,16,4,-21,2,18,-21,1,3,5,5,6,8,3,-22,-6,8,-24,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-12
3/1/09,-25,-32,-43,-23,-16,-32,-41,-6,39,34,-1,0,-29,-25,-32,-39,-23,-16,-28,-33,-8,37,32,-1,-1,28,25,12,36,3,-9,14,13,-11,1,3,21,19,11,30,0,-10,9,13,-7,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-1
4/1/09,-17,-17,-24,-23,-11,-32,-17,-5,33,24,3,2,-29,-29,-29,-33,-29,-13,-30,-24,-9,31,25,2,1,40,37,19,40,7,1,25,18,-10,2,5,33,35,13,34,3,-8,14,14,-16,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10,-9
5/1/09,-1,-1,-10,-3,-4,-15,-4,1,32,22,3,3,-14,-12,-13,-22,-13,-10,-19,-7,-3,33,23,2,3,39,35,19,36,15,1,16,16,3,3,4,25,23,10,26,8,-11,11,14,1,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10,-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-10
6/1/09,-8,4,0,-3,-1,-10,-4,4,35,16,2,3,-8,-10,-2,1,-8,-5,-15,-6,1,34,16,2,3,30,29,18,26,4,3,20,7,5,1,3,29,31,20,25,4,0,20,15,3,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12,-6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-7
7/1/09,5,12,-4,4,1,-9,5,3,23,10,0,1,-4,-5,4,-9,-3,-1,-15,-5,-2,24,13,1,1,32,34,14,23,4,1,8,10,2,0,2,38,39,18,27,8,-2,9,16,2,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12,-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12,-13
8/1/09,11,15,1,18,4,-1,11,5,12,14,1,1,10,16,17,-4,17,2,-7,6,6,11,12,1,1,32,29,13,23,8,1,3,17,9,0,3,45,42,22,35,11,5,13,30,11,0,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-7
9/1/09,13,1,-10,9,-4,5,8,4,12,11,0,1,1,4,-1,-11,5,-2,-1,1,5,12,10,1,2,24,23,14,19,1,3,-3,16,12,0,2,36,34,23,29,8,6,10,24,18,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,4
10/1/09,12,9,-10,4,-2,2,0,1,14,12,1,2,6,10,7,-7,4,2,0,-4,3,15,11,2,3,28,32,25,25,5,0,14,21,19,3,5,38,41,31,34,9,7,20,22,22,3,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,0
11/1/09,6,2,-13,1,-1,-10,-7,-4,12,9,0,1,7,13,12,-5,5,2,-6,-2,2,13,10,1,2,29,29,14,25,6,2,15,21,18,2,3,38,36,17,30,8,10,20,19,19,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,-1
12/1/09,-7,-8,-11,-9,-2,-2,5,0,14,11,0,1,6,6,7,-1,4,2,4,11,6,14,9,0,1,35,38,24,27,14,5,13,27,20,1,4,34,34,22,26,12,10,12,21,19,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3,-4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-1
1/1/10,-4,-1,-14,-8,5,-7,-7,9,7,7,4,4,9,11,12,-6,4,5,2,5,8,9,8,3,3,34,36,25,27,10,3,13,30,13,3,5,24,23,13,22,8,4,9,19,15,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3,-10
2/1/10,9,15,8,6,3,-3,0,5,13,3,1,2,9,11,12,3,8,6,3,7,6,12,5,1,2,41,38,16,24,5,3,16,36,27,1,5,29,27,12,14,4,1,7,24,22,1,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-9
3/1/10,5,8,-3,3,6,3,4,-1,7,6,4,4,7,5,9,-1,4,6,7,12,-2,5,6,2,3,33,31,11,31,11,3,16,19,13,-0,1,25,24,9,23,8,2,9,16,13,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-6
4/1/10,33,45,14,31,15,17,24,11,14,9,2,2,26,21,34,5,28,11,19,19,5,13,7,2,1,44,43,22,37,15,16,23,42,27,1,3,36,38,13,28,10,7,12,38,21,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3,3
5/1/10,26,32,22,27,15,10,14,19,9,3,2,2,14,17,18,8,13,10,5,8,17,9,3,1,1,44,39,13,34,8,17,15,31,20,1,3,33,30,5,26,2,5,9,30,19,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1,7
6/1/10,25,16,-4,14,15,5,8,9,8,8,-0,0,9,19,9,-2,8,10,-2,4,6,9,10,-0,0,33,29,15,30,16,7,8,24,20,1,1,30,28,15,28,15,-1,8,31,17,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,3
7/1/10,19,13,-1,11,4,13,14,10,9,11,1,1,8,11,5,-6,6,2,7,3,5,9,11,2,2,27,22,19,27,13,15,14,17,11,1,2,34,29,24,33,17,14,16,24,13,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-3
8/1/10,-5,-5,-9,4,5,10,5,6,7,9,1,2,4,6,2,-6,7,6,6,2,7,7,7,2,2,12,21,0,15,-1,6,1,9,13,1,2,26,34,13,27,2,13,11,25,17,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3,-4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1,-4
9/1/10,8,13,0,10,10,5,13,9,14,12,1,1,2,-5,9,-4,3,12,-1,5,11,13,12,2,2,27,31,13,22,-1,10,8,18,9,1,2,41,44,19,33,6,15,20,28,17,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-7
10/1/10,9,9,-15,7,5,11,5,10,3,9,1,1,11,11,12,-8,9,8,11,4,12,4,9,1,2,29,36,19,24,4,6,5,20,18,2,3,37,43,24,32,7,13,11,23,21,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3,-7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-4
11/1/10,4,5,-10,5,5,11,5,4,15,15,1,2,14,13,14,-1,14,9,14,11,9,13,14,2,3,28,31,14,33,15,1,9,38,28,2,4,35,37,18,38,17,9,14,33,27,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-12
12/1/10,12,10,3,8,13,12,8,9,7,11,2,3,23,24,25,9,18,16,18,13,15,7,11,2,4,45,52,31,43,19,19,14,44,30,2,4,43,48,26,41,16,23,15,35,27,2,3,31,12,52,7,31,10,15,13,7,-1,2,12,30,10,25,8,13,51,9,5,3,4
1/1/11,0,0,-6,0,13,6,5,12,6,10,3,4,14,14,13,-1,10,14,15,14,10,7,10,2,3,43,46,27,35,11,17,15,55,24,3,3,37,38,18,31,10,18,13,45,26,2,3,11,4,50,0,25,9,9,13,2,8,5,5,26,11,9,-1,6,50,12,-2,6,5
2/1/11,13,18,5,6,14,5,4,18,12,9,3,5,12,12,13,0,7,15,10,11,18,12,12,4,5,59,56,34,47,18,21,29,50,19,2,4,47,44,31,36,16,17,20,38,15,2,4,9,11,47,1,20,14,12,13,4,4,0,10,21,14,12,3,13,54,10,4,1,-3
3/1/11,20,15,2,12,13,11,1,19,20,12,3,5,15,18,14,1,10,13,13,6,19,19,12,2,4,46,48,25,35,18,16,17,37,24,2,4,41,43,25,30,16,15,12,35,25,3,5,11,8,39,-1,16,6,6,10,2,4,2,9,15,7,13,0,5,43,9,3,2,1
4/1/11,13,13,3,1,21,9,9,23,14,19,3,6,4,2,2,-5,-1,16,9,5,20,14,18,2,5,38,44,33,37,16,25,20,32,30,3,4,31,40,26,32,12,18,14,29,26,3,4,9,6,39,3,24,5,20,21,5,6,4,7,26,6,14,3,20,43,22,6,4,3
5/1/11,-1,-2,-14,0,9,18,7,9,13,15,4,6,-1,-5,-8,-20,-8,6,15,5,7,14,16,3,6,48,47,22,36,12,26,20,29,28,2,4,41,41,20,31,10,20,16,29,27,2,4,-4,6,40,-1,26,9,14,11,6,4,4,8,27,9,0,-1,17,45,15,9,3,4
6/1/11,9,11,-8,7,10,17,4,12,22,15,1,4,5,1,4,-9,0,7,12,-1,10,23,16,2,4,41,42,17,31,8,24,12,23,23,2,4,40,43,17,30,7,20,12,27,21,2,4,1,4,41,1,24,4,10,10,-2,11,7,4,25,6,3,2,12,42,11,-1,10,8
7/1/11,8,5,-8,2,9,9,9,15,15,16,2,4,6,7,5,-6,0,8,6,4,11,15,17,2,4,30,34,20,27,4,16,11,23,16,3,4,34,38,22,30,6,15,11,29,18,3,4,0,3,32,-1,22,13,7,8,2,11,11,2,21,13,-2,-2,8,30,10,2,11,11
8/1/11,-9,-6,-16,-9,0,8,2,5,15,19,2,4,1,-2,-1,-14,-5,1,6,1,6,15,18,2,4,11,10,1,6,2,5,3,13,12,3,4,20,18,9,13,5,9,9,22,14,3,4,-6,1,17,1,11,-3,11,9,2,9,8,-1,7,-6,-11,1,9,12,8,1,11,8
9/1/11,7,-7,-14,-2,0,13,3,7,20,18,1,3,-2,-1,-10,-15,-6,1,9,0,8,20,17,2,4,15,16,4,9,4,4,-4,17,3,2,4,25,23,7,16,8,8,4,23,7,3,5,-3,4,20,-1,5,-5,3,4,-8,10,10,3,4,-6,-1,-1,2,13,4,-8,11,9
